# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
581.622,1260.898,-18.029,0.008,18.039,0.446,3335.67,14.296,3335.701,0.246,4.228,0.446,35.353,-117.77,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.784e6,0,665.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.83,2.67,805.386,332.917,0.5,1.339
582.122,1251.884,-18.027,0.004,18.028,0.169,3333.535,14.295,3333.565,0.246,4.313,0.169,35.353,-117.77,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.785e6,0,664.242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.544,2.729,806.299,332.952,0.5,1.339
582.622,1242.873,-18.019,0.015,18.025,0.344,3331.335,14.295,3331.366,0.246,4.485,0.344,35.353,-117.77,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.788e6,0,665.332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.95,2.787,807.211,332.988,0.5,1.339
583.122,1233.865,-18.013,0.011,18.015,0.16,3329.073,14.295,3329.103,0.246,4.565,0.16,35.353,-117.77,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.789e6,0,664.727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.783,2.846,808.123,333.023,0.5,1.339
583.622,1224.862,-17.998,0.03,18.015,0.59,3326.864,14.294,3326.894,0.246,4.271,0.589,35.353,-117.77,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.794e6,0,667.111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.489,2.904,809.035,333.059,0.5,1.339
584.122,1215.864,-17.995,0.006,17.996,0.142,3324.711,14.294,3324.741,0.246,4.342,0.142,35.353,-117.771,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.792e6,0,664.375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.535,2.963,809.946,333.094,0.5,1.339
584.622,1206.868,-17.988,0.013,17.991,0.225,3322.568,14.294,3322.599,0.246,4.229,0.225,35.353,-117.771,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.795e6,0,664.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.933,3.021,810.857,333.13,0.5,1.339
585.122,1197.876,-17.976,0.025,17.988,0.497,3320.515,14.293,3320.546,0.247,3.981,0.497,35.353,-117.771,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.798e6,0,666.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.323,3.08,811.767,333.165,0.5,1.339
585.622,1188.891,-17.966,0.021,17.978,0.501,3318.462,14.293,3318.493,0.247,4.231,0.501,35.353,-117.771,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.799e6,0,666.157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.903,3.138,812.677,333.201,0.5,1.339
586.075,1180.748,-17.955,0.024,17.974,0.602,3316.606,14.293,3316.636,0.247,3.958,0.602,35.353,-117.771,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.802e6,0,666.732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.134,3.197,813.587,333.236,0.453,1.34
586.497,1173.174,-17.95,0.013,17.962,0.473,3314.894,14.292,3314.924,0.247,4.158,0.473,35.353,-117.771,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.802e6,0,665.562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.828,3.25,814.411,333.268,0.422,1.34
586.997,1164.2,-17.947,0.005,17.949,0.192,3312.839,14.292,3312.87,0.247,4.062,0.192,35.353,-117.771,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.801e6,0,664.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.81,3.299,815.178,333.298,0.5,1.34
587.497,1155.228,-17.941,0.012,17.944,0.228,3310.779,14.292,3310.81,0.247,4.176,0.228,35.353,-117.771,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.804e6,0,664.884,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.483,3.357,816.086,333.333,0.5,1.34
587.997,1146.261,-17.929,0.025,17.942,0.519,3308.756,14.291,3308.787,0.247,3.917,0.518,35.353,-117.771,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.808e6,0,666.511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.233,3.416,816.994,333.369,0.5,1.34
588.427,1138.545,-17.917,0.028,17.939,0.644,3307.01,14.291,3307.041,0.248,4.194,0.644,35.353,-117.771,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.811e6,0,667.218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.096,3.474,817.902,333.404,0.43,1.34
588.927,1129.587,-17.916,0.002,17.916,0.105,3304.926,14.291,3304.957,0.248,4.141,0.105,35.353,-117.771,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.807e6,0,664.047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.006,3.524,818.683,333.434,0.5,1.34
589.39,1121.304,-17.889,0.057,17.938,0.976,3302.906,14.291,3302.937,0.248,4.592,0.974,35.353,-117.771,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.819e6,0,671.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.918,3.582,819.589,333.47,0.463,1.34
589.89,1112.359,-17.891,-0.003,17.899,0.401,3300.56,14.29,3300.591,0.248,4.793,0.401,35.353,-117.771,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.81e6,0,664.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.33,3.636,820.428,333.502,0.5,1.34
590.39,1103.414,-17.888,0.006,17.895,0.383,3298.211,14.29,3298.242,0.248,4.601,0.383,35.353,-117.771,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.813e6,0,664.825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.097,3.694,821.333,333.538,0.5,1.34
590.89,1094.471,-17.885,0.007,17.887,0.225,3295.938,14.29,3295.969,0.248,4.489,0.225,35.353,-117.771,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.814e6,0,664.524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.195,3.752,822.238,333.573,0.5,1.341
591.39,1085.532,-17.872,0.025,17.888,0.565,3293.623,14.289,3293.654,0.249,4.772,0.565,35.353,-117.771,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.819e6,0,666.743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.522,3.81,823.144,333.608,0.5,1.341
591.89,1076.597,-17.867,0.01,17.873,0.356,3291.193,14.289,3291.224,0.249,4.949,0.356,35.353,-117.771,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.818e6,0,665.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.424,3.869,824.048,333.643,0.5,1.341
592.39,1067.665,-17.863,0.007,17.863,0.04,3288.713,14.289,3288.744,0.249,4.969,0.039,35.353,-117.771,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.819e6,0,664.382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.024,3.927,824.953,333.678,0.5,1.341
592.89,1058.736,-17.853,0.021,17.862,0.438,3286.284,14.288,3286.315,0.249,4.75,0.438,35.353,-117.771,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.823e6,0,666.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.176,3.985,825.857,333.714,0.5,1.341
593.39,1049.811,-17.847,0.01,17.849,0.191,3283.932,14.288,3283.963,0.249,4.655,0.19,35.353,-117.771,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.054,5.823e6,0,664.739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.407,4.043,826.761,333.749,0.5,1.341
593.89,1040.889,-17.839,0.016,17.844,0.299,3281.642,14.287,3281.673,0.249,4.506,0.298,35.353,-117.771,9.792,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.826e6,0,665.298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.116,4.101,827.664,333.784,0.5,1.341
594.39,1031.972,-17.829,0.02,17.838,0.42,3279.337,14.287,3279.368,0.25,4.716,0.42,35.353,-117.771,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.828e6,0,665.914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.273,4.159,828.567,333.819,0.5,1.341
594.89,1023.058,-17.825,0.009,17.825,0.102,3276.966,14.287,3276.997,0.25,4.767,0.101,35.353,-117.771,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.828e6,0,664.583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.904,4.217,829.47,333.854,0.5,1.341
595.39,1014.149,-17.812,0.024,17.824,0.494,3274.645,14.286,3274.676,0.25,4.52,0.493,35.353,-117.771,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.832e6,0,666.409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.875,4.275,830.372,333.889,0.5,1.341
595.875,1005.515,-17.802,0.022,17.816,0.539,3272.39,14.286,3272.421,0.25,4.781,0.538,35.353,-117.771,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.833e6,0,666.429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.5,4.333,831.273,333.924,0.485,1.341
596.375,996.615,-17.799,0.005,17.8,0.142,3270.017,14.286,3270.048,0.25,4.71,0.142,35.353,-117.771,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.832e6,0,664.315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.526,4.389,832.147,333.958,0.5,1.342
596.875,987.717,-17.793,0.012,17.795,0.209,3267.636,14.285,3267.667,0.25,4.814,0.209,35.353,-117.771,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.835e6,0,664.889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.093,4.447,833.048,333.993,0.5,1.342
597.375,978.821,-17.787,0.012,17.787,0.015,3265.23,14.285,3265.261,0.251,4.81,0.009,35.353,-117.771,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.836e6,0,664.714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.802,4.504,833.949,334.029,0.5,1.342
597.875,969.929,-17.781,0.014,17.781,0.017,3262.824,14.285,3262.855,0.251,4.815,0.011,35.353,-117.771,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.838e6,0,664.859,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.833,4.562,834.849,334.064,0.5,1.342
598.375,961.043,-17.767,0.028,17.779,0.512,3260.48,14.284,3260.512,0.251,4.559,0.511,35.353,-117.771,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.842e6,0,666.707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.894,4.62,835.749,334.099,0.5,1.342
598.875,952.164,-17.746,0.041,17.778,0.812,3258.302,14.284,3258.333,0.251,4.154,0.811,35.353,-117.771,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.845e6,0,668.959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.097,4.678,836.649,334.134,0.5,1.342
599.375,943.29,-17.749,-0.006,17.749,0.014,3256.227,14.283,3256.258,0.251,4.148,0.012,35.353,-117.771,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.84e6,0,663.505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.135,4.735,837.547,334.169,0.5,1.342
599.875,934.421,-17.73,0.038,17.761,0.799,3254.053,14.283,3254.084,0.251,4.547,0.798,35.353,-117.771,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.848e6,0,668.719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.592,4.793,838.446,334.204,0.5,1.342
600.254,927.704,-17.728,0.007,17.743,0.521,3252.368,14.283,3252.399,0.252,4.349,0.521,35.353,-117.771,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.846e6,0,665.331,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.607,4.851,839.343,334.238,0.379,1.342
600.754,918.843,-17.716,0.023,17.741,0.727,3250.284,14.283,3250.315,0.252,3.986,0.726,35.353,-117.771,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.849e6,0,667.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.041,4.894,840.023,334.265,0.5,1.342
601.254,909.984,-17.72,-0.008,17.72,0.066,3248.283,14.282,3248.314,0.252,4.019,0.066,35.353,-117.771,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.846e6,0,663.443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.109,4.952,840.92,334.3,0.5,1.343
601.754,901.124,-17.718,0.005,17.718,0.025,3246.276,14.282,3246.308,0.252,4.007,0.024,35.353,-117.771,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.849e6,0,664.271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.979,5.01,841.817,334.335,0.5,1.343
602.254,892.267,-17.71,0.015,17.714,0.3,3244.31,14.282,3244.342,0.252,3.857,0.299,35.353,-117.771,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.852e6,0,665.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.47,5.067,842.713,334.37,0.5,1.343
602.686,884.617,-17.69,0.048,17.729,0.858,3242.563,14.281,3242.595,0.252,4.227,0.857,35.353,-117.771,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.861e6,0,669.732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.403,5.125,843.61,334.405,0.432,1.343
603.186,875.774,-17.683,0.013,17.7,0.598,3240.375,14.281,3240.406,0.253,4.526,0.598,35.353,-117.771,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.855e6,0,666.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.31,5.174,844.384,334.435,0.5,1.343
603.686,866.932,-17.685,-0.004,17.685,0.02,3238.114,14.281,3238.146,0.253,4.516,0.02,35.353,-117.771,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.854e6,0,663.678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.494,5.232,845.279,334.469,0.5,1.343
604.186,858.091,-17.679,0.011,17.683,0.287,3235.892,14.28,3235.923,0.253,4.373,0.287,35.353,-117.771,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.857e6,0,664.978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.003,5.289,846.205,334.504,0.5,1.343
604.686,849.252,-17.674,0.011,17.675,0.147,3233.687,14.28,3233.718,0.253,4.446,0.147,35.353,-117.772,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.859e6,0,664.759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.642,5.347,847.146,334.539,0.5,1.343
605.186,840.417,-17.667,0.013,17.668,0.134,3231.48,14.28,3231.512,0.253,4.38,0.133,35.353,-117.772,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.861e6,0,664.922,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.21,5.404,848.086,334.574,0.5,1.343
605.686,831.585,-17.66,0.016,17.661,0.189,3229.314,14.279,3229.345,0.253,4.286,0.188,35.353,-117.772,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.863e6,0,665.138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.045,5.462,849.026,334.609,0.5,1.343
606.186,822.758,-17.65,0.019,17.655,0.313,3227.132,14.279,3227.164,0.254,4.442,0.312,35.353,-117.772,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.865e6,0,665.591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.851,5.519,849.965,334.644,0.5,1.344
606.686,813.935,-17.642,0.015,17.645,0.241,3224.941,14.279,3224.973,0.254,4.321,0.241,35.353,-117.772,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.867e6,0,665.185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.012,5.577,850.904,334.678,0.5,1.344
607.186,805.116,-17.634,0.017,17.638,0.281,3222.745,14.278,3222.777,0.254,4.462,0.28,35.353,-117.772,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.868e6,0,665.369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.83,5.634,851.843,334.713,0.5,1.344
607.686,796.301,-17.625,0.019,17.631,0.366,3220.56,14.278,3220.592,0.254,4.279,0.366,35.353,-117.772,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.87e6,0,665.697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.808,5.691,852.781,334.748,0.5,1.344
608.186,787.492,-17.611,0.027,17.627,0.583,3218.494,14.278,3218.525,0.254,3.988,0.582,35.353,-117.772,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.873e6,0,666.989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.238,5.749,853.719,334.783,0.5,1.344
608.686,778.688,-17.605,0.013,17.613,0.417,3216.552,14.277,3216.584,0.254,3.779,0.417,35.353,-117.772,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.873e6,0,665.416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.243,5.806,854.656,334.817,0.5,1.344
609.186,769.887,-17.599,0.011,17.605,0.339,3214.62,14.277,3214.652,0.254,3.949,0.339,35.353,-117.772,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.874e6,0,665.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.391,5.863,855.592,334.852,0.5,1.344
609.686,761.089,-17.591,0.016,17.599,0.408,3212.595,14.277,3212.626,0.255,4.153,0.408,35.353,-117.772,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.877e6,0,665.669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.684,5.92,856.528,334.887,0.5,1.344
610.186,752.295,-17.587,0.007,17.587,0.021,3210.516,14.276,3210.548,0.255,4.162,0.02,35.353,-117.772,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.877e6,0,664.482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.192,5.977,857.464,334.921,0.5,1.344
610.686,743.504,-17.577,0.02,17.585,0.405,3208.485,14.276,3208.517,0.255,3.96,0.404,35.353,-117.772,9.793,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.053,5.881e6,0,665.904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.441,6.035,858.4,334.956,0.5,1.344
